Pokedex with Leading 0,Pokedex Name,Full Name,Prefix,Name,Suffix,Form,National Pokedex,Deck: 1 - 97,Rename,Regional Pokedex,Type,,Generation,Images pokemondb,Images pokedex,Images bulbapedia
730, Primarina,Primarina,,Primarina,,,730,,730 - Primarina,009,Water,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/primarina.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/730.png,https://bulbapedia.bulbagarden.net/wiki/File:730Primarina.png
731, Pikipek,Pikipek,,Pikipek,,,731,,731 - Pikipek,010,Normal,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/pikipek.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/731.png,https://bulbapedia.bulbagarden.net/wiki/File:731Pikipek.png
732, Trumbeak,Trumbeak,,Trumbeak,,,732,,732 - Trumbeak,011,Normal,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/trumbeak.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/732.png,https://bulbapedia.bulbagarden.net/wiki/File:732Trumbeak.png
733, Toucannon,Toucannon,,Toucannon,,,733,,733 - Toucannon,012,Normal,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/toucannon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/733.png,https://bulbapedia.bulbagarden.net/wiki/File:733Toucannon.png
734, Yungoos,Yungoos,,Yungoos,,,734,,734 - Yungoos,013,Normal,,VII - Alola,https://img.pokemondb.net/artwork/large/yungoos.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/734.png,https://bulbapedia.bulbagarden.net/wiki/File:734Yungoos.png
735, Gumshoos,Gumshoos,,Gumshoos,,,735,,735 - Gumshoos,014,Normal,,VII - Alola,https://img.pokemondb.net/artwork/large/gumshoos.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/735.png,https://bulbapedia.bulbagarden.net/wiki/File:735Gumshoos.png
736, Grubbin,Grubbin,,Grubbin,,,736,,736 - Grubbin,027,Bug,,VII - Alola,https://img.pokemondb.net/artwork/large/grubbin.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/736.png,https://bulbapedia.bulbagarden.net/wiki/File:736Grubbin.png
737, Charjabug,Charjabug,,Charjabug,,,737,,737 - Charjabug,028,Bug,Electric,VII - Alola,https://img.pokemondb.net/artwork/large/charjabug.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/737.png,https://bulbapedia.bulbagarden.net/wiki/File:737Charjabug.png
738, Vikavolt,Vikavolt,,Vikavolt,,,738,,738 - Vikavolt,029,Bug,Electric,VII - Alola,https://img.pokemondb.net/artwork/large/vikavolt.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/738.png,https://bulbapedia.bulbagarden.net/wiki/File:738Vikavolt.png
739, Crabrawler,Crabrawler,,Crabrawler,,,739,,739 - Crabrawler,059,Fighting,,VII - Alola,https://img.pokemondb.net/artwork/large/crabrawler.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/739.png,https://bulbapedia.bulbagarden.net/wiki/File:739Crabrawler.png
740, Crabominable,Crabominable,,Crabominable,,,740,,740 - Crabominable,060,Fighting,Ice,VII - Alola,https://img.pokemondb.net/artwork/large/crabominable.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/740.png,https://bulbapedia.bulbagarden.net/wiki/File:740Crabominable.png
741,Baile Oricorio,Oricorio Baile,,Oricorio,Baile,,741,,741 - Oricorio Baile,082,Fire,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/oricorio-baile.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,https://bulbapedia.bulbagarden.net/wiki/File:741Oricorio-Baile.png
741,Pa'u Oricorio,Oricorio Pa'u,,Oricorio,Pa'u,,741,,741 - Oricorio Pa'u,082,Psychic,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/oricorio-pa'u.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,https://bulbapedia.bulbagarden.net/wiki/File:741Oricorio-Pa'u.png
741,Pom Pom Oricorio,Oricorio Pom Pom,,Oricorio,Pom Pom,,741,,741 - Oricorio Pom Pom,082,Electric,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/oricorio-pom-pom.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,https://bulbapedia.bulbagarden.net/wiki/File:741Oricorio-Pom-Pom.png
741,Sensu Oricorio,Oricorio Sensu,,Oricorio,Sensu,,741,,741 - Oricorio Sensu,082,Ghost,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/oricorio-sensu.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,https://bulbapedia.bulbagarden.net/wiki/File:741Oricorio-Sensu.png
742, Cutiefly,Cutiefly,,Cutiefly,,,742,,742 - Cutiefly,083,Bug,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/cutiefly.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/742.png,https://bulbapedia.bulbagarden.net/wiki/File:742Cutiefly.png
743, Ribombee,Ribombee,,Ribombee,,,743,,743 - Ribombee,084,Bug,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/ribombee.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/743.png,https://bulbapedia.bulbagarden.net/wiki/File:743Ribombee.png
744, Rockruff,Rockruff,,Rockruff,,,744,,744 - Rockruff,103,Rock,,VII - Alola,https://img.pokemondb.net/artwork/large/rockruff.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/744.png,https://bulbapedia.bulbagarden.net/wiki/File:744Rockruff.png
745,Midday Lycanroc,Lycanroc Midday,,Lycanroc,Midday,,745,,745 - Lycanroc Midday,104,Rock,,VII - Alola,https://img.pokemondb.net/artwork/large/lycanroc-midday.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,https://bulbapedia.bulbagarden.net/wiki/File:745Lycanroc-Midday.png
745,Midnight Lycanroc,Lycanroc Midnight,,Lycanroc,Midnight,,745,,745 - Lycanroc Midnight,104,Rock,,VII - Alola,https://img.pokemondb.net/artwork/large/lycanroc-midnight.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,https://bulbapedia.bulbagarden.net/wiki/File:745Lycanroc-Midnight.png
745,Dusk Lycanroc,Lycanroc Dusk,,Lycanroc,Dusk,,745,,745 - Lycanroc Dusk,104,Rock,,VII - Alola,https://img.pokemondb.net/artwork/large/lycanroc-dusk.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,https://bulbapedia.bulbagarden.net/wiki/File:745Lycanroc-Dusk.png
746,School Wishiwashi,Wishiwashi School,,Wishiwashi,School,,746,,746 - Wishiwashi School,110,Water,,VII - Alola,https://img.pokemondb.net/artwork/large/wishiwashi-school.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png,https://bulbapedia.bulbagarden.net/wiki/File:746Wishiwashi-School.png
746,Solo Wishiwashi,Wishiwashi Solo,,Wishiwashi,Solo,,746,,746 - Wishiwashi Solo,110,Water,,VII - Alola,https://img.pokemondb.net/artwork/large/wishiwashi-solo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png,https://bulbapedia.bulbagarden.net/wiki/File:746Wishiwashi-Solo.png
747, Mareanie,Mareanie,,Mareanie,,,747,,747 - Mareanie,113,Poison,Water,VII - Alola,https://img.pokemondb.net/artwork/large/mareanie.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/747.png,https://bulbapedia.bulbagarden.net/wiki/File:747Mareanie.png
748, Toxapex,Toxapex,,Toxapex,,,748,,748 - Toxapex,114,Poison,Water,VII - Alola,https://img.pokemondb.net/artwork/large/toxapex.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/748.png,https://bulbapedia.bulbagarden.net/wiki/File:748Toxapex.png
749, Mudbray,Mudbray,,Mudbray,,,749,,749 - Mudbray,132,Ground,,VII - Alola,https://img.pokemondb.net/artwork/large/mudbray.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/749.png,https://bulbapedia.bulbagarden.net/wiki/File:749Mudbray.png
750, Mudsdale,Mudsdale,,Mudsdale,,,750,,750 - Mudsdale,133,Ground,,VII - Alola,https://img.pokemondb.net/artwork/large/mudsdale.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/750.png,https://bulbapedia.bulbagarden.net/wiki/File:750Mudsdale.png
751, Dewpider,Dewpider,,Dewpider,,,751,,751 - Dewpider,141,Water,Bug,VII - Alola,https://img.pokemondb.net/artwork/large/dewpider.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/751.png,https://bulbapedia.bulbagarden.net/wiki/File:751Dewpider.png
752, Araquanid,Araquanid,,Araquanid,,,752,,752 - Araquanid,142,Water,Bug,VII - Alola,https://img.pokemondb.net/artwork/large/araquanid.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/752.png,https://bulbapedia.bulbagarden.net/wiki/File:752Araquanid.png
753, Fomantis,Fomantis,,Fomantis,,,753,,753 - Fomantis,143,Grass,,VII - Alola,https://img.pokemondb.net/artwork/large/fomantis.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/753.png,https://bulbapedia.bulbagarden.net/wiki/File:753Fomantis.png
754, Lurantis,Lurantis,,Lurantis,,,754,,754 - Lurantis,144,Grass,,VII - Alola,https://img.pokemondb.net/artwork/large/lurantis.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/754.png,https://bulbapedia.bulbagarden.net/wiki/File:754Lurantis.png
755, Morelull,Morelull,,Morelull,,,755,,755 - Morelull,145,Grass,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/morelull.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/755.png,https://bulbapedia.bulbagarden.net/wiki/File:755Morelull.png
756, Shiinotic,Shiinotic,,Shiinotic,,,756,,756 - Shiinotic,146,Grass,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/shiinotic.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/756.png,https://bulbapedia.bulbagarden.net/wiki/File:756Shiinotic.png
757, Salandit,Salandit,,Salandit,,,757,,757 - Salandit,161,Poison,Fire,VII - Alola,https://img.pokemondb.net/artwork/large/salandit.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/757.png,https://bulbapedia.bulbagarden.net/wiki/File:757Salandit.png
758, Salazzle,Salazzle,,Salazzle,,,758,,758 - Salazzle,162,Poison,Fire,VII - Alola,https://img.pokemondb.net/artwork/large/salazzle.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/758.png,https://bulbapedia.bulbagarden.net/wiki/File:758Salazzle.png
759, Stufful,Stufful,,Stufful,,,759,,759 - Stufful,169,Normal,Fighting,VII - Alola,https://img.pokemondb.net/artwork/large/stufful.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/759.png,https://bulbapedia.bulbagarden.net/wiki/File:759Stufful.png
760, Bewear,Bewear,,Bewear,,,760,,760 - Bewear,170,Normal,Fighting,VII - Alola,https://img.pokemondb.net/artwork/large/bewear.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/760.png,https://bulbapedia.bulbagarden.net/wiki/File:760Bewear.png
761, Bounsweet,Bounsweet,,Bounsweet,,,761,,761 - Bounsweet,171,Grass,,VII - Alola,https://img.pokemondb.net/artwork/large/bounsweet.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/761.png,https://bulbapedia.bulbagarden.net/wiki/File:761Bounsweet.png
762, Steenee,Steenee,,Steenee,,,762,,762 - Steenee,172,Grass,,VII - Alola,https://img.pokemondb.net/artwork/large/steenee.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/762.png,https://bulbapedia.bulbagarden.net/wiki/File:762Steenee.png
763, Tsareena,Tsareena,,Tsareena,,,763,,763 - Tsareena,173,Grass,,VII - Alola,https://img.pokemondb.net/artwork/large/tsareena.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/763.png,https://bulbapedia.bulbagarden.net/wiki/File:763Tsareena.png
764, Comfey,Comfey,,Comfey,,,764,,764 - Comfey,174,Fairy,,VII - Alola,https://img.pokemondb.net/artwork/large/comfey.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/764.png,https://bulbapedia.bulbagarden.net/wiki/File:764Comfey.png
765, Oranguru,Oranguru,,Oranguru,,,765,,765 - Oranguru,176,Normal,Psychic,VII - Alola,https://img.pokemondb.net/artwork/large/oranguru.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/765.png,https://bulbapedia.bulbagarden.net/wiki/File:765Oranguru.png
766, Passimian,Passimian,,Passimian,,,766,,766 - Passimian,177,Fighting,,VII - Alola,https://img.pokemondb.net/artwork/large/passimian.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/766.png,https://bulbapedia.bulbagarden.net/wiki/File:766Passimian.png
767, Wimpod,Wimpod,,Wimpod,,,767,,767 - Wimpod,182,Bug,Water,VII - Alola,https://img.pokemondb.net/artwork/large/wimpod.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/767.png,https://bulbapedia.bulbagarden.net/wiki/File:767Wimpod.png
768, Golisopod,Golisopod,,Golisopod,,,768,,768 - Golisopod,183,Bug,Water,VII - Alola,https://img.pokemondb.net/artwork/large/golisopod.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/768.png,https://bulbapedia.bulbagarden.net/wiki/File:768Golisopod.png
769, Sandygast,Sandygast,,Sandygast,,,769,,769 - Sandygast,186,Ghost,Ground,VII - Alola,https://img.pokemondb.net/artwork/large/sandygast.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/769.png,https://bulbapedia.bulbagarden.net/wiki/File:769Sandygast.png
770, Palossand,Palossand,,Palossand,,,770,,770 - Palossand,187,Ghost,Ground,VII - Alola,https://img.pokemondb.net/artwork/large/palossand.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/770.png,https://bulbapedia.bulbagarden.net/wiki/File:770Palossand.png
771, Pyukumuku,Pyukumuku,,Pyukumuku,,,771,,771 - Pyukumuku,200,Water,,VII - Alola,https://img.pokemondb.net/artwork/large/pyukumuku.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/771.png,https://bulbapedia.bulbagarden.net/wiki/File:771Pyukumuku.png
772, Type: Null,Type: Null,,Type: Null,,,772,,772 - Type: Null,203,Normal,,VII - Alola,https://img.pokemondb.net/artwork/large/type:-null.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/772.png,https://bulbapedia.bulbagarden.net/wiki/File:772Type:-Null.png
773, Silvally,Silvally,,Silvally,,,773,,773 - Silvally,204,Normal,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally.png
773,Fighting Silvally,Silvally Fighting,,Silvally,Fighting,,773,,773 - Silvally Fighting,204,Fighting,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-fighting.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Fighting.png
773,Flying Silvally,Silvally Flying,,Silvally,Flying,,773,,773 - Silvally Flying,204,Flying,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-flying.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Flying.png
773,Poison Silvally,Silvally Poison,,Silvally,Poison,,773,,773 - Silvally Poison,204,Poison,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-poison.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Poison.png
773,Ground Silvally,Silvally Ground,,Silvally,Ground,,773,,773 - Silvally Ground,204,Ground,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-ground.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Ground.png
773,Rock Silvally,Silvally Rock,,Silvally,Rock,,773,,773 - Silvally Rock,204,Rock,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-rock.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Rock.png
773,Bug Silvally,Silvally Bug,,Silvally,Bug,,773,,773 - Silvally Bug,204,Bug,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-bug.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Bug.png
773,Ghost Silvally,Silvally Ghost,,Silvally,Ghost,,773,,773 - Silvally Ghost,204,Ghost,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-ghost.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Ghost.png
773,Steel Silvally,Silvally Steel,,Silvally,Steel,,773,,773 - Silvally Steel,204,Steel,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-steel.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Steel.png
773,Fire Silvally,Silvally Fire,,Silvally,Fire,,773,,773 - Silvally Fire,204,Fire,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-fire.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Fire.png
773,Water Silvally,Silvally Water,,Silvally,Water,,773,,773 - Silvally Water,204,Water,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-water.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Water.png
773,Grass Silvally,Silvally Grass,,Silvally,Grass,,773,,773 - Silvally Grass,204,Grass,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-grass.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Grass.png
773,Electric Silvally,Silvally Electric,,Silvally,Electric,,773,,773 - Silvally Electric,204,Electric,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-electric.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Electric.png
773,Psychic Silvally,Silvally Psychic,,Silvally,Psychic,,773,,773 - Silvally Psychic,204,Psychic,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-psychic.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Psychic.png
773,Ice Silvally,Silvally Ice,,Silvally,Ice,,773,,773 - Silvally Ice,204,Ice,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-ice.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Ice.png
773,Dragon Silvally,Silvally Dragon,,Silvally,Dragon,,773,,773 - Silvally Dragon,204,Dragon,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-dragon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Dragon.png
773,Dark Silvally,Silvally Dark,,Silvally,Dark,,773,,773 - Silvally Dark,204,Dark,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-dark.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Dark.png
773,Fairy Silvally,Silvally Fairy,,Silvally,Fairy,,773,,773 - Silvally Fairy,204,Fairy,,VII - Alola,https://img.pokemondb.net/artwork/large/silvally-fairy.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,https://bulbapedia.bulbagarden.net/wiki/File:773Silvally-Fairy.png
774,Core Minior,Minior Core,,Minior,Core,,774,,774 - Minior Core,213,Rock,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/minior-core.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,https://bulbapedia.bulbagarden.net/wiki/File:774Minior-Core.png
774,Meteor Minior,Minior Meteor,,Minior,Meteor,,774,,774 - Minior Meteor,213,Rock,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/minior-meteor.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,https://bulbapedia.bulbagarden.net/wiki/File:774Minior-Meteor.png
775, Komala,Komala,,Komala,,,775,,775 - Komala,222,Normal,,VII - Alola,https://img.pokemondb.net/artwork/large/komala.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/775.png,https://bulbapedia.bulbagarden.net/wiki/File:775Komala.png
776, Turtonator,Turtonator,,Turtonator,,,776,,776 - Turtonator,224,Fire,Dragon,VII - Alola,https://img.pokemondb.net/artwork/large/turtonator.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/776.png,https://bulbapedia.bulbagarden.net/wiki/File:776Turtonator.png
777, Togedemaru,Togedemaru,,Togedemaru,,,777,,777 - Togedemaru,225,Electric,Steel,VII - Alola,https://img.pokemondb.net/artwork/large/togedemaru.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/777.png,https://bulbapedia.bulbagarden.net/wiki/File:777Togedemaru.png
778,Disguised Mimikyu,Mimikyu Disguised,,Mimikyu,Disguised,,778,,778 - Mimikyu Disguised,242,Ghost,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/mimikyu-disguised.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/778.png,https://bulbapedia.bulbagarden.net/wiki/File:778Mimikyu-Disguised.png
778,Busted Mimikyu,Mimikyu Busted,,Mimikyu,Busted,,778,,778 - Mimikyu Busted,242,Ghost,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/mimikyu-busted.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/778.png,https://bulbapedia.bulbagarden.net/wiki/File:778Mimikyu-Busted.png
779, Bruxish,Bruxish,,Bruxish,,,779,,779 - Bruxish,243,Water,Psychic,VII - Alola,https://img.pokemondb.net/artwork/large/bruxish.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/779.png,https://bulbapedia.bulbagarden.net/wiki/File:779Bruxish.png
780, Drampa,Drampa,,Drampa,,,780,,780 - Drampa,244,Normal,Dragon,VII - Alola,https://img.pokemondb.net/artwork/large/drampa.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/780.png,https://bulbapedia.bulbagarden.net/wiki/File:780Drampa.png
781, Dhelmise,Dhelmise,,Dhelmise,,,781,,781 - Dhelmise,263,Ghost,Grass,VII - Alola,https://img.pokemondb.net/artwork/large/dhelmise.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/781.png,https://bulbapedia.bulbagarden.net/wiki/File:781Dhelmise.png
782, Jangmo-o,Jangmo-o,,Jangmo-o,,,782,,782 - Jangmo-o,271,Dragon,,VII - Alola,https://img.pokemondb.net/artwork/large/jangmo-o.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/782.png,https://bulbapedia.bulbagarden.net/wiki/File:782Jangmo-o.png
783, Hakamo-o,Hakamo-o,,Hakamo-o,,,783,,783 - Hakamo-o,272,Dragon,Fighting,VII - Alola,https://img.pokemondb.net/artwork/large/hakamo-o.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/783.png,https://bulbapedia.bulbagarden.net/wiki/File:783Hakamo-o.png
784, Kommo-o,Kommo-o,,Kommo-o,,,784,,784 - Kommo-o,273,Dragon,Fighting,VII - Alola,https://img.pokemondb.net/artwork/large/kommo-o.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/784.png,https://bulbapedia.bulbagarden.net/wiki/File:784Kommo-o.png
785, Tapu Koko,Tapu Koko,,Tapu Koko,,,785,,785 - Tapu Koko,285,Electric,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/tapu-koko.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/785.png,https://bulbapedia.bulbagarden.net/wiki/File:785Tapu-Koko.png
786, Tapu Lele,Tapu Lele,,Tapu Lele,,,786,,786 - Tapu Lele,286,Psychic,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/tapu-lele.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/786.png,https://bulbapedia.bulbagarden.net/wiki/File:786Tapu-Lele.png
787, Tapu Bulu,Tapu Bulu,,Tapu Bulu,,,787,,787 - Tapu Bulu,287,Grass,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/tapu-bulu.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/787.png,https://bulbapedia.bulbagarden.net/wiki/File:787Tapu-Bulu.png
788, Tapu Fini,Tapu Fini,,Tapu Fini,,,788,,788 - Tapu Fini,288,Water,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/tapu-fini.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/788.png,https://bulbapedia.bulbagarden.net/wiki/File:788Tapu-Fini.png
789, Cosmog,Cosmog,,Cosmog,,,789,,789 - Cosmog,289,Psychic,,VII - Alola,https://img.pokemondb.net/artwork/large/cosmog.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/789.png,https://bulbapedia.bulbagarden.net/wiki/File:789Cosmog.png
790, Cosmoem,Cosmoem,,Cosmoem,,,790,,790 - Cosmoem,290,Psychic,,VII - Alola,https://img.pokemondb.net/artwork/large/cosmoem.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/790.png,https://bulbapedia.bulbagarden.net/wiki/File:790Cosmoem.png
791, Solgaleo,Solgaleo,,Solgaleo,,,791,,791 - Solgaleo,291,Psychic,Steel,VII - Alola,https://img.pokemondb.net/artwork/large/solgaleo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/791.png,https://bulbapedia.bulbagarden.net/wiki/File:791Solgaleo.png
792, Lunala,Lunala,,Lunala,,,792,,792 - Lunala,292,Psychic,Ghost,VII - Alola,https://img.pokemondb.net/artwork/large/lunala.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/792.png,https://bulbapedia.bulbagarden.net/wiki/File:792Lunala.png
793, Nihilego,Nihilego,,Nihilego,,,793,,793 - Nihilego,293,Rock,Poison,VII - Alola,https://img.pokemondb.net/artwork/large/nihilego.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/793.png,https://bulbapedia.bulbagarden.net/wiki/File:793Nihilego.png
794, Buzzwole,Buzzwole,,Buzzwole,,,794,,794 - Buzzwole,294,Bug,Fighting,VII - Alola,https://img.pokemondb.net/artwork/large/buzzwole.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/794.png,https://bulbapedia.bulbagarden.net/wiki/File:794Buzzwole.png
795, Pheromosa,Pheromosa,,Pheromosa,,,795,,795 - Pheromosa,295,Bug,Fighting,VII - Alola,https://img.pokemondb.net/artwork/large/pheromosa.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/795.png,https://bulbapedia.bulbagarden.net/wiki/File:795Pheromosa.png
796, Xurkitree,Xurkitree,,Xurkitree,,,796,,796 - Xurkitree,296,Electric,,VII - Alola,https://img.pokemondb.net/artwork/large/xurkitree.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/796.png,https://bulbapedia.bulbagarden.net/wiki/File:796Xurkitree.png
